PID#,CHECK,NO#,STREET,ACCT#,TOTAL ASSESS,diff in value,Diff in assessment,TAXES,LAST YR,LAST YR TAXES,DIFF,%CHANGE,TAXES,AddressOne,AddressTwo
###,U03108000000,50,FOREST ROAD,W1561R,"848,700.00",1.70%,"534,200.00","$9,061.00","314,500.00","$7,026.00","$2,035.00",29%,UP,"50 Forest Road Cape Elizabeth, ME 04107","'50 Forest Road Cape Elizabeth, ME 04107',"
###,U20013000000,0,FOWLER ROAD,M2841R,"24,800.00",0.36%,"6,600.00",$273.00,"18,200.00",$407.00,-$134.00,-33%,ABOUT SAME,"0 Fowler Road Cape Elizabeth, ME 04107","'0 Fowler Road Cape Elizabeth, ME 04107',"
801,U20012000000,15,FOWLER ROAD,B2799R,"571,300.00",0.52%,"196,300.00","$6,284.00","375,000.00","$8,378.00","-$2,093.00",-25%,DOWN,"15 Fowler Road Cape Elizabeth, ME 04107","'15 Fowler Road Cape Elizabeth, ME 04107',"
###,U44027000000,193,FOWLER ROAD,T0028R,"850,600.00",0.57%,"307,600.00","$9,357.00","543,000.00","$12,131.00","-$2,774.00",-23%,DOWN,"193 Fowler Road Cape Elizabeth, ME 04107","'193 Fowler Road Cape Elizabeth, ME 04107',"
###,U44028000000,191,FOWLER ROAD,S2407R,"623,200.00",0.74%,"264,900.00","$6,855.00","358,300.00","$8,004.00","-$1,149.00",-14%,DOWN,"191 Fowler Road Cape Elizabeth, ME 04107","'191 Fowler Road Cape Elizabeth, ME 04107',"
###,U20006A 000,101,FOWLER ROAD,C0120R,"483,400.00",0.79%,"213,300.00","$5,317.00","270,100.00","$6,034.00",-$717.00,-12%,DOWN,"101 Fowler Road Cape Elizabeth, ME 04107","'101 Fowler Road Cape Elizabeth, ME 04107',"
###,R02010B 000,30,FOWLER ROAD,S2818R,"971,200.00",0.85%,"447,200.00","$10,375.00","524,000.00","$11,706.00","-$1,331.00",-11%,DOWN,"30 Fowler Road Cape Elizabeth, ME 04107","'30 Fowler Road Cape Elizabeth, ME 04107',"
###,U19004000000,86,FOWLER ROAD,T0144R,"579,400.00",0.91%,"276,400.00","$6,032.00","303,000.00","$6,769.00",-$737.00,-11%,DOWN,"86 Fowler Road Cape Elizabeth, ME 04107","'86 Fowler Road Cape Elizabeth, ME 04107',"
686,U19009A 000,169,FOWLER ROAD,O0583R,"539,900.00",0.89%,"254,900.00","$5,664.00","285,000.00","$6,367.00",-$703.00,-11%,DOWN,"169 Fowler Road Cape Elizabeth, ME 04107","'169 Fowler Road Cape Elizabeth, ME 04107',"
980,U19019B 000,111,FOWLER ROAD,F0251R,"676,600.00",0.90%,"321,300.00","$7,168.00","355,300.00","$7,937.00",-$770.00,-10%,DOWN,"111 Fowler Road Cape Elizabeth, ME 04107","'111 Fowler Road Cape Elizabeth, ME 04107',"
###,U19019A 000,113,FOWLER ROAD,S1801R,"980,900.00",0.92%,"469,400.00","$10,405.00","511,500.00","$11,427.00","-$1,022.00",-9%,DOWN,"113 Fowler Road Cape Elizabeth, ME 04107","'113 Fowler Road Cape Elizabeth, ME 04107',"
###,U44025000000,197,FOWLER ROAD,M0276R,"669,500.00",0.89%,"314,400.00","$7,365.00","355,100.00","$7,933.00",-$568.00,-7%,DOWN,"197 Fowler Road Cape Elizabeth, ME 04107","'197 Fowler Road Cape Elizabeth, ME 04107',"
###,U20011000000,23,FOWLER ROAD,M2062R,"585,600.00",0.96%,"287,200.00","$6,167.00","298,400.00","$6,666.00",-$500.00,-7%,ABOUT SAME,"23 Fowler Road Cape Elizabeth, ME 04107","'23 Fowler Road Cape Elizabeth, ME 04107',"
###,R06027000000,235,FOWLER ROAD,S2444R,"767,800.00",0.97%,"377,900.00","$8,171.00","389,900.00","$8,710.00",-$540.00,-6%,DOWN,"235 Fowler Road Cape Elizabeth, ME 04107","'235 Fowler Road Cape Elizabeth, ME 04107',"
###,U43008C 000,339,FOWLER ROAD,K0154R,"746,200.00",1.00%,"373,200.00","$7,867.00","373,000.00","$8,333.00",-$466.00,-6%,ABOUT SAME,"339 Fowler Road Cape Elizabeth, ME 04107","'339 Fowler Road Cape Elizabeth, ME 04107',"
###,U44030000000,185,FOWLER ROAD,C0597R,"621,100.00",1.00%,"310,400.00","$6,557.00","310,700.00","$6,941.00",-$384.00,-6%,ABOUT SAME,"185 Fowler Road Cape Elizabeth, ME 04107","'185 Fowler Road Cape Elizabeth, ME 04107',"
###,U44034000000,177,FOWLER ROAD,C1250R,"560,800.00",1.03%,"284,400.00","$5,894.00","276,400.00","$6,175.00",-$281.00,-5%,ABOUT SAME,"177 Fowler Road Cape Elizabeth, ME 04107","'177 Fowler Road Cape Elizabeth, ME 04107',"
###,U44029000000,187,FOWLER ROAD,B2670R,"635,600.00",1.04%,"323,600.00","$6,717.00","312,000.00","$6,970.00",-$253.00,-4%,ABOUT SAME,"187 Fowler Road Cape Elizabeth, ME 04107","'187 Fowler Road Cape Elizabeth, ME 04107',"
###,U20009000000,57,FOWLER ROAD,W1730R,"522,500.00",1.06%,"268,300.00","$5,473.00","254,200.00","$5,679.00",-$206.00,-4%,ABOUT SAME,"57 Fowler Road Cape Elizabeth, ME 04107","'57 Fowler Road Cape Elizabeth, ME 04107',"
###,U19019001000,105,FOWLER ROAD,W0571R,"1,040,300.00",0.96%,"510,100.00","$11,443.00","530,200.00","$11,845.00",-$401.00,-3%,ABOUT SAME,"105 Fowler Road Cape Elizabeth, ME 04107","'105 Fowler Road Cape Elizabeth, ME 04107',"
###,U44031000000,183,FOWLER ROAD,M0421R,"638,600.00",1.11%,"335,800.00","$6,662.00","302,800.00","$6,765.00",-$103.00,-2%,ABOUT SAME,"183 Fowler Road Cape Elizabeth, ME 04107","'183 Fowler Road Cape Elizabeth, ME 04107',"
###,U43019000000,319,FOWLER ROAD,P2313R,"498,400.00",1.10%,"260,900.00","$5,207.00","237,500.00","$5,306.00",-$98.00,-2%,ABOUT SAME,"319 Fowler Road Cape Elizabeth, ME 04107","'319 Fowler Road Cape Elizabeth, ME 04107',"
###,U43029000000,284,FOWLER ROAD,S2217R,"723,600.00",1.09%,"377,300.00","$7,685.00","346,300.00","$7,736.00",-$52.00,-1%,ABOUT SAME,"284 Fowler Road Cape Elizabeth, ME 04107","'284 Fowler Road Cape Elizabeth, ME 04107',"
###,R06026000000,231,FOWLER ROAD,P1050R,"717,700.00",1.10%,"375,700.00","$7,620.00","342,000.00","$7,640.00",-$21.00,0%,ABOUT SAME,"231 Fowler Road Cape Elizabeth, ME 04107","'231 Fowler Road Cape Elizabeth, ME 04107',"
###,R06026001000,241,FOWLER ROAD,G0175R,"659,400.00",1.11%,"346,800.00","$6,978.00","312,600.00","$6,983.00",-$5.00,0%,ABOUT SAME,"241 Fowler Road Cape Elizabeth, ME 04107","'241 Fowler Road Cape Elizabeth, ME 04107',"
###,U19008000000,144,FOWLER ROAD,R1426R,"570,200.00",1.14%,"303,500.00","$5,959.00","266,700.00","$5,958.00",$1.00,0%,ABOUT SAME,"144 Fowler Road Cape Elizabeth, ME 04107","'144 Fowler Road Cape Elizabeth, ME 04107',"
###,U44032000000,181,FOWLER ROAD,H1526R,"631,600.00",1.13%,"334,500.00","$6,673.00","297,100.00","$6,637.00",$35.00,1%,ABOUT SAME,"181 Fowler Road Cape Elizabeth, ME 04107","'181 Fowler Road Cape Elizabeth, ME 04107',"
###,U43015000000,333,FOWLER ROAD,B2281R,"757,600.00",1.12%,"400,800.00","$8,059.00","356,800.00","$7,971.00",$88.00,1%,ABOUT SAME,"333 Fowler Road Cape Elizabeth, ME 04107","'333 Fowler Road Cape Elizabeth, ME 04107',"
###,U19010000000,165,FOWLER ROAD,Y0060R,"496,600.00",1.07%,"256,200.00","$5,463.00","240,400.00","$5,371.00",$92.00,2%,ABOUT SAME,"165 Fowler Road Cape Elizabeth, ME 04107","'165 Fowler Road Cape Elizabeth, ME 04107',"
###,U43016000000,329,FOWLER ROAD,S2242R,"534,500.00",1.17%,"288,500.00","$5,605.00","246,000.00","$5,496.00",$109.00,2%,ABOUT SAME,"329 Fowler Road Cape Elizabeth, ME 04107","'329 Fowler Road Cape Elizabeth, ME 04107',"
###,U43029A 000,294,FOWLER ROAD,L1407R,"657,000.00",1.18%,"356,300.00","$6,952.00","300,700.00","$6,718.00",$234.00,3%,ABOUT SAME,"294 Fowler Road Cape Elizabeth, ME 04107","'294 Fowler Road Cape Elizabeth, ME 04107',"
###,U19006A 000,94,FOWLER ROAD,W1500R,"612,900.00",1.20%,"334,300.00","$6,467.00","278,600.00","$6,224.00",$243.00,4%,ABOUT SAME,"94 Fowler Road Cape Elizabeth, ME 04107","'94 Fowler Road Cape Elizabeth, ME 04107',"
###,R06026C 000,189,FOWLER ROAD,S1100R,"660,300.00",1.20%,"359,600.00","$6,988.00","300,700.00","$6,718.00",$271.00,4%,ABOUT SAME,"189 Fowler Road Cape Elizabeth, ME 04107","'189 Fowler Road Cape Elizabeth, ME 04107',"
###,U43013000000,345,FOWLER ROAD,E0122R,"576,800.00",1.16%,"309,400.00","$6,345.00","267,400.00","$5,974.00",$371.00,6%,ABOUT SAME,"345 Fowler Road Cape Elizabeth, ME 04107","'345 Fowler Road Cape Elizabeth, ME 04107',"
###,U20006B 000,89,FOWLER ROAD,G0610R,"490,000.00",1.32%,"278,900.00","$5,049.00","211,100.00","$4,716.00",$333.00,7%,ABOUT SAME,"89 Fowler Road Cape Elizabeth, ME 04107","'89 Fowler Road Cape Elizabeth, ME 04107',"
###,U43027000000,285,FOWLER ROAD,G1374R,"545,100.00",1.31%,"309,000.00","$5,655.00","236,100.00","$5,274.00",$381.00,7%,ABOUT SAME,"285 Fowler Road Cape Elizabeth, ME 04107","'285 Fowler Road Cape Elizabeth, ME 04107',"
###,U43010000000,353,FOWLER ROAD,S2497R,"649,800.00",1.26%,"362,300.00","$6,873.00","287,500.00","$6,423.00",$450.00,7%,ABOUT SAME,"353 Fowler Road Cape Elizabeth, ME 04107","'353 Fowler Road Cape Elizabeth, ME 04107',"
###,R09004003000,0,FOWLER ROAD,S5037R,"1,100.00",1.20%,600.00,$12.00,500.00,$11.00,$1.00,8%,ABOUT SAME,"0 Fowler Road Cape Elizabeth, ME 04107","'0 Fowler Road Cape Elizabeth, ME 04107',"
###,U19003000000,82,FOWLER ROAD,S2807R,"492,400.00",1.32%,"280,200.00","$5,141.00","212,200.00","$4,741.00",$401.00,8%,ABOUT SAME,"82 Fowler Road Cape Elizabeth, ME 04107","'82 Fowler Road Cape Elizabeth, ME 04107',"
368,U19073000000,120,FOWLER ROAD,L0393R,"627,600.00",1.28%,"352,500.00","$6,629.00","275,100.00","$6,146.00",$483.00,8%,ABOUT SAME,"120 Fowler Road Cape Elizabeth, ME 04107","'120 Fowler Road Cape Elizabeth, ME 04107',"
###,U43024000000,301,FOWLER ROAD,G1447R,"525,000.00",1.34%,"300,600.00","$5,500.00","224,400.00","$5,013.00",$487.00,10%,ABOUT SAME,"301 Fowler Road Cape Elizabeth, ME 04107","'301 Fowler Road Cape Elizabeth, ME 04107',"
###,U19074000000,114,FOWLER ROAD,G0960R,"559,000.00",1.23%,"308,300.00","$6,149.00","250,700.00","$5,601.00",$548.00,10%,UP,"114 Fowler Road Cape Elizabeth, ME 04107","'114 Fowler Road Cape Elizabeth, ME 04107',"
774,U43020000000,317,FOWLER ROAD,P0390R,"570,100.00",1.23%,"314,100.00","$6,271.00","256,000.00","$5,719.00",$552.00,10%,UP,"317 Fowler Road Cape Elizabeth, ME 04107","'317 Fowler Road Cape Elizabeth, ME 04107',"
###,U44026000000,195,FOWLER ROAD,T1596R,"585,400.00",1.24%,"324,300.00","$6,439.00","261,100.00","$5,833.00",$606.00,10%,UP,"195 Fowler Road Cape Elizabeth, ME 04107","'195 Fowler Road Cape Elizabeth, ME 04107',"
###,U44033000000,179,FOWLER ROAD,O0455R,"782,600.00",1.33%,"446,000.00","$8,334.00","336,600.00","$7,520.00",$814.00,11%,UP,"179 Fowler Road Cape Elizabeth, ME 04107","'179 Fowler Road Cape Elizabeth, ME 04107',"
392,R09004000000,416,FOWLER ROAD,S5034R,"67,500.00",1.29%,"38,000.00",$743.00,"29,500.00",$659.00,$83.00,13%,ABOUT SAME,"416 Fowler Road Cape Elizabeth, ME 04107","'416 Fowler Road Cape Elizabeth, ME 04107',"
###,U43021000000,313,FOWLER ROAD,H0519R,"504,100.00",1.42%,"295,400.00","$5,270.00","208,700.00","$4,662.00",$608.00,13%,UP,"313 Fowler Road Cape Elizabeth, ME 04107","'313 Fowler Road Cape Elizabeth, ME 04107',"
###,U43026000000,293,FOWLER ROAD,R1330R,"523,100.00",1.29%,"294,400.00","$5,754.00","228,700.00","$5,109.00",$645.00,13%,UP,"293 Fowler Road Cape Elizabeth, ME 04107","'293 Fowler Road Cape Elizabeth, ME 04107',"
###,U19009000000,175,FOWLER ROAD,H2120R,"548,600.00",1.30%,"309,600.00","$6,035.00","239,000.00","$5,339.00",$695.00,13%,UP,"175 Fowler Road Cape Elizabeth, ME 04107","'175 Fowler Road Cape Elizabeth, ME 04107',"
###,U43022000000,309,FOWLER ROAD,G0146R,"722,100.00",1.29%,"407,400.00","$7,943.00","314,700.00","$7,030.00",$913.00,13%,UP,"309 Fowler Road Cape Elizabeth, ME 04107","'309 Fowler Road Cape Elizabeth, ME 04107',"
779,U43023000000,305,FOWLER ROAD,H0252R,"541,800.00",1.43%,"318,600.00","$5,685.00","223,200.00","$4,986.00",$699.00,14%,UP,"305 Fowler Road Cape Elizabeth, ME 04107","'305 Fowler Road Cape Elizabeth, ME 04107',"
28,R09004002000,0,FOWLER ROAD,S5036R,700.00,1.33%,400.00,$8.00,300.00,$7.00,$1.00,15%,ABOUT SAME,"0 Fowler Road Cape Elizabeth, ME 04107","'0 Fowler Road Cape Elizabeth, ME 04107',"
###,U43028002000,277,FOWLER ROAD,G0174R,"516,800.00",1.33%,"295,100.00","$5,685.00","221,700.00","$4,953.00",$732.00,15%,UP,"277 Fowler Road Cape Elizabeth, ME 04107","'277 Fowler Road Cape Elizabeth, ME 04107',"
###,U43009000000,357,FOWLER ROAD,G0094R,"558,300.00",1.44%,"329,300.00","$5,866.00","229,000.00","$5,116.00",$750.00,15%,UP,"357 Fowler Road Cape Elizabeth, ME 04107","'357 Fowler Road Cape Elizabeth, ME 04107',"
###,U44003000000,230,FOWLER ROAD,T1599R,"577,300.00",1.33%,"329,300.00","$6,350.00","248,000.00","$5,540.00",$810.00,15%,UP,"230 Fowler Road Cape Elizabeth, ME 04107","'230 Fowler Road Cape Elizabeth, ME 04107',"
###,U20007A 000,63,FOWLER ROAD,G1369R,"496,100.00",1.36%,"285,600.00","$5,457.00","210,500.00","$4,703.00",$755.00,16%,UP,"63 Fowler Road Cape Elizabeth, ME 04107","'63 Fowler Road Cape Elizabeth, ME 04107',"
###,U43011000000,349,FOWLER ROAD,O0018R,"568,300.00",1.36%,"327,100.00","$6,251.00","241,200.00","$5,388.00",$863.00,16%,UP,"349 Fowler Road Cape Elizabeth, ME 04107","'349 Fowler Road Cape Elizabeth, ME 04107',"
76,U20007B 000,67,FOWLER ROAD,B1782R,"463,900.00",1.37%,"268,300.00","$5,103.00","195,600.00","$4,370.00",$733.00,17%,UP,"67 Fowler Road Cape Elizabeth, ME 04107","'67 Fowler Road Cape Elizabeth, ME 04107',"
###,U43039000000,260,FOWLER ROAD,G0974R,"516,200.00",1.49%,"308,700.00","$5,403.00","207,500.00","$4,636.00",$768.00,17%,UP,"260 Fowler Road Cape Elizabeth, ME 04107","'260 Fowler Road Cape Elizabeth, ME 04107',"
###,U20010000000,27,FOWLER ROAD,P0665R,"1,096,400.00",1.37%,"634,200.00","$12,060.00","462,200.00","$10,326.00","$1,735.00",17%,UP,"27 Fowler Road Cape Elizabeth, ME 04107","'27 Fowler Road Cape Elizabeth, ME 04107',"
###,U19006C 000,98,FOWLER ROAD,G0400R,"547,900.00",1.51%,"329,200.00","$5,752.00","218,700.00","$4,886.00",$866.00,18%,UP,"98 Fowler Road Cape Elizabeth, ME 04107","'98 Fowler Road Cape Elizabeth, ME 04107',"
909,U44004000000,228,FOWLER ROAD,P0220R,"455,300.00",1.41%,"266,700.00","$5,008.00","188,600.00","$4,213.00",$795.00,19%,UP,"228 Fowler Road Cape Elizabeth, ME 04107","'228 Fowler Road Cape Elizabeth, ME 04107',"
###,U19002000000,78,FOWLER ROAD,M0809R,"535,900.00",1.41%,"313,700.00","$5,895.00","222,200.00","$4,964.00",$931.00,19%,UP,"78 Fowler Road Cape Elizabeth, ME 04107","'78 Fowler Road Cape Elizabeth, ME 04107',"
###,U43031000000,270,FOWLER ROAD,D1330R,"509,200.00",1.60%,"313,200.00","$5,326.00","196,000.00","$4,379.00",$948.00,22%,UP,"270 Fowler Road Cape Elizabeth, ME 04107","'270 Fowler Road Cape Elizabeth, ME 04107',"
563,U20014000000,7,FOWLER ROAD,P1444R,"509,200.00",1.62%,"314,500.00","$5,326.00","194,700.00","$4,350.00",$977.00,22%,UP,"7 Fowler Road Cape Elizabeth, ME 04107","'7 Fowler Road Cape Elizabeth, ME 04107',"
###,U43028000000,279,FOWLER ROAD,G0173R,"439,600.00",1.52%,"265,500.00","$4,836.00","174,100.00","$3,889.00",$946.00,24%,UP,"279 Fowler Road Cape Elizabeth, ME 04107","'279 Fowler Road Cape Elizabeth, ME 04107',"
###,U43014000000,337,FOWLER ROAD,D0299R,"535,900.00",1.65%,"333,700.00","$5,620.00","202,200.00","$4,517.00","$1,103.00",24%,UP,"337 Fowler Road Cape Elizabeth, ME 04107","'337 Fowler Road Cape Elizabeth, ME 04107',"
###,U43018000000,321,FOWLER ROAD,P1495R,"520,700.00",1.66%,"324,900.00","$5,453.00","195,800.00","$4,374.00","$1,079.00",25%,UP,"321 Fowler Road Cape Elizabeth, ME 04107","'321 Fowler Road Cape Elizabeth, ME 04107',"
###,U43025000000,297,FOWLER ROAD,F0073R,"520,000.00",1.70%,"327,300.00","$5,445.00","192,700.00","$4,305.00","$1,140.00",26%,UP,"297 Fowler Road Cape Elizabeth, ME 04107","'297 Fowler Road Cape Elizabeth, ME 04107',"
###,U20008000000,61,FOWLER ROAD,C1410R,"486,200.00",1.72%,"307,600.00","$5,073.00","178,600.00","$3,990.00","$1,083.00",27%,UP,"61 Fowler Road Cape Elizabeth, ME 04107","'61 Fowler Road Cape Elizabeth, ME 04107',"
###,U44002000000,232,FOWLER ROAD,G0101R,"661,300.00",1.58%,"405,100.00","$7,274.00","256,200.00","$5,724.00","$1,551.00",27%,UP,"232 Fowler Road Cape Elizabeth, ME 04107","'232 Fowler Road Cape Elizabeth, ME 04107',"
###,U20005000000,95,FOWLER ROAD,M0890R,"537,900.00",1.72%,"340,500.00","$5,642.00","197,400.00","$4,410.00","$1,232.00",28%,UP,"95 Fowler Road Cape Elizabeth, ME 04107","'95 Fowler Road Cape Elizabeth, ME 04107',"
###,U20007D 000,79,FOWLER ROAD,V0089R,"521,400.00",1.60%,"321,100.00","$5,735.00","200,300.00","$4,475.00","$1,261.00",28%,UP,"79 Fowler Road Cape Elizabeth, ME 04107","'79 Fowler Road Cape Elizabeth, ME 04107',"
###,R06028000000,164,FOWLER ROAD,S2814R,"585,300.00",1.71%,"369,500.00","$6,163.00","215,800.00","$4,821.00","$1,342.00",28%,UP,"164 Fowler Road Cape Elizabeth, ME 04107","'164 Fowler Road Cape Elizabeth, ME 04107',"
###,U19019000000,103,FOWLER ROAD,W1918R,"1,114,300.00",1.70%,"701,600.00","$11,982.00","412,700.00","$9,220.00","$2,763.00",30%,UP,"103 Fowler Road Cape Elizabeth, ME 04107","'103 Fowler Road Cape Elizabeth, ME 04107',"
118,U20006K 000,85,FOWLER ROAD,A0551R,"469,200.00",1.68%,"293,800.00","$5,161.00","175,400.00","$3,918.00","$1,243.00",32%,UP,"85 Fowler Road Cape Elizabeth, ME 04107","'85 Fowler Road Cape Elizabeth, ME 04107',"
###,U43038000000,264,FOWLER ROAD,P2285R,"534,100.00",1.67%,"334,200.00","$5,875.00","199,900.00","$4,466.00","$1,409.00",32%,UP,"264 Fowler Road Cape Elizabeth, ME 04107","'264 Fowler Road Cape Elizabeth, ME 04107',"
###,U19075000000,112,FOWLER ROAD,W0222R,"482,300.00",1.71%,"304,600.00","$5,305.00","177,700.00","$3,970.00","$1,335.00",34%,UP,"112 Fowler Road Cape Elizabeth, ME 04107","'112 Fowler Road Cape Elizabeth, ME 04107',"
###,U43017000000,325,FOWLER ROAD,P1316R,"474,500.00",1.90%,"311,000.00","$4,945.00","163,500.00","$3,653.00","$1,292.00",35%,UP,"325 Fowler Road Cape Elizabeth, ME 04107","'325 Fowler Road Cape Elizabeth, ME 04107',"
###,U43040000000,256,FOWLER ROAD,M2810R,"584,400.00",1.75%,"371,700.00","$6,428.00","212,700.00","$4,752.00","$1,677.00",35%,UP,"256 Fowler Road Cape Elizabeth, ME 04107","'256 Fowler Road Cape Elizabeth, ME 04107',"
###,U44008000000,200,FOWLER ROAD,G0100R,"876,900.00",1.90%,"575,000.00","$9,371.00","301,900.00","$6,744.00","$2,626.00",39%,UP,"200 Fowler Road Cape Elizabeth, ME 04107","'200 Fowler Road Cape Elizabeth, ME 04107',"
780,U44006000000,220,FOWLER ROAD,B3152R,"446,400.00",2.03%,"299,300.00","$4,635.00","147,100.00","$3,286.00","$1,349.00",41%,UP,"220 Fowler Road Cape Elizabeth, ME 04107","'220 Fowler Road Cape Elizabeth, ME 04107',"
###,U19005000000,90,FOWLER ROAD,E0228R,"423,600.00",2.09%,"286,600.00","$4,385.00","137,000.00","$3,061.00","$1,324.00",43%,UP,"90 Fowler Road Cape Elizabeth, ME 04107","'90 Fowler Road Cape Elizabeth, ME 04107',"
662,U43030000000,276,FOWLER ROAD,N0030R,"516,900.00",2.06%,"347,800.00","$5,411.00","169,100.00","$3,778.00","$1,633.00",43%,UP,"276 Fowler Road Cape Elizabeth, ME 04107","'276 Fowler Road Cape Elizabeth, ME 04107',"
###,U19076000000,110,FOWLER ROAD,C2863R,"428,100.00",1.93%,"282,000.00","$4,709.00","146,100.00","$3,264.00","$1,445.00",44%,UP,"110 Fowler Road Cape Elizabeth, ME 04107","'110 Fowler Road Cape Elizabeth, ME 04107',"
###,U44005000000,224,FOWLER ROAD,W0485R,"461,200.00",2.09%,"312,000.00","$4,798.00","149,200.00","$3,333.00","$1,465.00",44%,UP,"224 Fowler Road Cape Elizabeth, ME 04107","'224 Fowler Road Cape Elizabeth, ME 04107',"
###,U43028001000,281,FOWLER ROAD,T0541R,"432,400.00",2.19%,"296,700.00","$4,481.00","135,700.00","$3,032.00","$1,450.00",48%,UP,"281 Fowler Road Cape Elizabeth, ME 04107","'281 Fowler Road Cape Elizabeth, ME 04107',"
342,U19001000000,74,FOWLER ROAD,O0320R,"603,900.00",2.36%,"424,100.00","$6,368.00","179,800.00","$4,017.00","$2,351.00",59%,UP,"74 Fowler Road Cape Elizabeth, ME 04107","'74 Fowler Road Cape Elizabeth, ME 04107',"
###,R06026A 000,0,FOWLER ROAD,G0177R,"314,700.00",2.42%,"222,700.00","$3,462.00","92,000.00","$2,055.00","$1,406.00",68%,UP,"0 Fowler Road Cape Elizabeth, ME 04107","'0 Fowler Road Cape Elizabeth, ME 04107',"
###,U20009A 000,31,FOWLER ROAD,K0722R,"438,300.00",2.74%,"321,200.00","$4,821.00","117,100.00","$2,616.00","$2,205.00",84%,UP,"31 Fowler Road Cape Elizabeth, ME 04107","'31 Fowler Road Cape Elizabeth, ME 04107',"
310,U20011A 000,0,FOWLER ROAD,M3018R,"642,400.00",2.77%,"472,000.00","$7,066.00","170,400.00","$3,807.00","$3,260.00",86%,UP,"0 Fowler Road Cape Elizabeth, ME 04107","'0 Fowler Road Cape Elizabeth, ME 04107',"
49,U20003000000,0,FOWLER ROAD,H1680R,"93,500.00",32.39%,"90,700.00","$1,029.00","2,800.00",$63.00,$966.00,32%,UP,"0 Fowler Road Cape Elizabeth, ME 04107","'0 Fowler Road Cape Elizabeth, ME 04107',"
###,U24051000000,2,FOX HILL ROAD,K0826R,"840,700.00",0.39%,"237,200.00","$8,973.00","603,500.00","$13,482.00","-$4,509.00",-33%,DOWN,"2 Fox Hill Road Cape Elizabeth, ME 04107","'2 Fox Hill Road Cape Elizabeth, ME 04107',"
541,U24054000000,8,FOX HILL ROAD,B2315R,"841,700.00",0.39%,"235,600.00","$9,259.00","606,100.00","$13,540.00","-$4,282.00",-32%,DOWN,"8 Fox Hill Road Cape Elizabeth, ME 04107","'8 Fox Hill Road Cape Elizabeth, ME 04107',"
###,U24058000000,3,FOX HILL ROAD,J0017R,"857,900.00",0.43%,"257,700.00","$9,162.00","600,200.00","$13,408.00","-$4,247.00",-32%,DOWN,"3 Fox Hill Road Cape Elizabeth, ME 04107","'3 Fox Hill Road Cape Elizabeth, ME 04107',"
768,U24052000000,4,FOX HILL ROAD,E0490R,"774,200.00",0.52%,"266,500.00","$8,241.00","507,700.00","$11,342.00","-$3,101.00",-27%,DOWN,"4 Fox Hill Road Cape Elizabeth, ME 04107","'4 Fox Hill Road Cape Elizabeth, ME 04107',"
446,U24056000000,5,FOX HILL ROAD,P2041R,"760,600.00",0.53%,"264,400.00","$8,092.00","496,200.00","$11,085.00","-$2,994.00",-27%,DOWN,"5 Fox Hill Road Cape Elizabeth, ME 04107","'5 Fox Hill Road Cape Elizabeth, ME 04107',"
###,U24055000000,7,FOX HILL ROAD,W1070R,"847,600.00",0.59%,"313,100.00","$8,913.00","534,500.00","$11,941.00","-$3,027.00",-25%,DOWN,"7 Fox Hill Road Cape Elizabeth, ME 04107","'7 Fox Hill Road Cape Elizabeth, ME 04107',"
###,U24053000000,6,FOX HILL ROAD,K0904R,"784,400.00",0.55%,"279,300.00","$8,628.00","505,100.00","$11,284.00","-$2,656.00",-24%,DOWN,"6 Fox Hill Road Cape Elizabeth, ME 04107","'6 Fox Hill Road Cape Elizabeth, ME 04107',"
###,U24049000000,0,FOX HILL ROAD,H2400R,"41,900.00",1.83%,"27,100.00",$461.00,"14,800.00",$331.00,$130.00,39%,ABOUT SAME,"0 Fox Hill Road Cape Elizabeth, ME 04107","'0 Fox Hill Road Cape Elizabeth, ME 04107',"
###,U49033021000,1,FRANKLIN CIRCLE,S8017R,"268,500.00",0.37%,"72,800.00","$2,679.00","195,700.00","$4,372.00","-$1,693.00",-39%,DOWN,"1 Franklin Circle Cape Elizabeth, ME 04107","'1 Franklin Circle Cape Elizabeth, ME 04107',"
###,U49033016000,2,FRANKLIN CIRCLE,S8022R,"862,200.00",0.89%,"405,500.00","$9,484.00","456,700.00","$10,203.00",-$718.00,-7%,DOWN,"2 Franklin Circle Cape Elizabeth, ME 04107","'2 Franklin Circle Cape Elizabeth, ME 04107',"
