Address,Neighborhood,Value 23,Value 24,Tax 23,Tax 24
"10 Prout Place Cape Elizabeth, ME 04107",U53,658700,1620700,14715,17553
"10 Purpoodock Drive Cape Elizabeth, ME 04107",U27,361300,876100,8071,9637
"10 Rand Road Cape Elizabeth, ME 04107",U22,232600,528600,5196,5815
"10 Reef Road Cape Elizabeth, ME 04107",U13,527600,1199800,11787,12923
"10 Robinhood Road Cape Elizabeth, ME 04107",U06,573200,981100,12805,10517
"10 Rocky Hill Road Cape Elizabeth, ME 04107",U04,444900,1049800,9939,11548
"10 Rosewood Drive Cape Elizabeth, ME 04107",U34,586400,911600,13100,10028
"10 Roundabout Lane Cape Elizabeth, ME 04107",U36,368300,901400,8228,9915
"10 Running Tide Road Cape Elizabeth, ME 04107",U38,500000,1252100,11170,13773
"10 Salt Spray Lane Cape Elizabeth, ME 04107",U36,1274600,2702200,28475,29449
"10 Southwell Road Cape Elizabeth, ME 04107",U33,234200,596900,5232,6291
"10 Spoondrift Lane Cape Elizabeth, ME 04107",U36,354200,1040200,7913,11167
"10 Star Road Cape Elizabeth, ME 04107",U22,293200,691900,6550,7336
"10 State Avenue Cape Elizabeth, ME 04107",U28,158100,462000,3532,5082
"10 Steeplebush Road Cape Elizabeth, ME 04107",U58,549900,1086700,12285,11679
"10 Stone Bridge Road Cape Elizabeth, ME 04107",U30,564900,1166600,12620,12833
"10 Stonegate Road Cape Elizabeth, ME 04107",U31,408400,1136200,9124,12223
"10 Sunny Bank Road Cape Elizabeth, ME 04107",U41,1663800,2782300,37169,30605
"10 Surf Road Cape Elizabeth, ME 04107",U05,307300,1083400,6865,11642
"10 Surf Side Avenue Cape Elizabeth, ME 04107",U12,1122100,2866600,25068,31533
"10 Sweet Fern Road Cape Elizabeth, ME 04107",U19,238000,608800,5317,6422
"10 Sweetsir Road Cape Elizabeth, ME 04107",U19,91800,365500,2051,4021
"10 Tall Pine Road Cape Elizabeth, ME 04107",U23,300000,610300,6702,6713
"10 Tanager Lane Cape Elizabeth, ME 04107",R04,313500,803000,7004,8833
"10 Tiger Lily Lane Cape Elizabeth, ME 04107",U60,1150100,2435700,25693,26793
"10 Trundy Road Cape Elizabeth, ME 04107",U42,272600,682600,6090,7234
"10 Two Lights Road Cape Elizabeth, ME 04107",U37,150800,470500,3369,4835
"10 Vernon Road Cape Elizabeth, ME 04107",U19,231300,545900,5167,6005
"10 Wabun Road Cape Elizabeth, ME 04107",U12,378800,822000,8462,8701
"10 Wainwright Drive Cape Elizabeth, ME 04107",U52,656900,1531800,14675,16850
"10 Waumbek Road Cape Elizabeth, ME 04107",U12,271000,660000,6054,7260
"10 Wells Road Cape Elizabeth, ME 04107",U52,100300,321100,2241,3532
"10 Wentworth Road Cape Elizabeth, ME 04107",U18,273200,594600,6103,6480
"10 Whale Back Way Cape Elizabeth, ME 04107",R03,890400,1753300,19892,19286
"10 Wildwood Drive Cape Elizabeth, ME 04107",U24,213500,521600,4770,5463
"10 Winslow Place Cape Elizabeth, ME 04107",U30,236400,385300,5281,4238
"10 Winter Lane Cape Elizabeth, ME 04107",R08,2573000,5147600,57482,56624
"10 Wood Road Cape Elizabeth, ME 04107",U04,290100,867200,6481,9264
"10 Woodcrest Road Cape Elizabeth, ME 04107",U04,447100,962300,9988,10310
"10 Woodland Road Cape Elizabeth, ME 04107",U01,144900,409700,3237,4232
"11 Abaco Drive Cape Elizabeth, ME 04107",U33,427500,1104900,9550,11879
"11 Algonquin Road Cape Elizabeth, ME 04107",U12,312100,763200,6972,8395
"11 Angell Point Road Cape Elizabeth, ME 04107",U41,748400,1202800,16719,13231
"11 Apple Tree Lane Cape Elizabeth, ME 04107",U58,393900,967500,8800,10293
"11 Bayberry Lane Cape Elizabeth, ME 04107",U19,280300,622300,6262,6845
"11 Beckys Cove Lane Cape Elizabeth, ME 04107",R02,1870900,6331300,41796,69369
"11 Belfield Road Cape Elizabeth, ME 04107",U30,606500,1119200,13549,12036
"11 Birch Knolls Cape Elizabeth, ME 04107",U05,1005700,2827600,22467,30829
"11 Blueberry Road Cape Elizabeth, ME 04107",U34,293500,402700,6557,4155
"11 Bowery Beach Road Cape Elizabeth, ME 04107",U17,415200,877500,9276,9378
"11 Broad Cove Road Cape Elizabeth, ME 04107",U37,335900,396500,7504,4362
"11 Campion Road Cape Elizabeth, ME 04107",U33,302100,594600,6749,6266
"11 Canterbury Way Cape Elizabeth, ME 04107",U29,416000,691000,9293,7601
"11 Cape Woods Drive Cape Elizabeth, ME 04107",U33,244000,556800,5451,5850
"11 Chambers Road Cape Elizabeth, ME 04107",U24,189600,458600,4236,5045
"11 Charles Road Cape Elizabeth, ME 04107",U01,283200,828800,6327,8842
"11 Cheverus Road Cape Elizabeth, ME 04107",U33,344500,939700,7696,10062
"11 Cole Field Cape Elizabeth, ME 04107",U53,559800,1386500,12506,14977
"11 Cottage Farms Road Cape Elizabeth, ME 04107",U01,311100,844000,6950,9009
"11 Cragmoor Cape Elizabeth, ME 04107",U02,1629400,2051300,36401,22564
"11 Crescent View Ave Cape Elizabeth, ME 04107",U16,463300,940900,10350,10075
"11 Cross Hill Road Cape Elizabeth, ME 04107",U58,578600,1116500,12926,12007
"11 Davcarley Road Cape Elizabeth, ME 04107",U25,127500,462800,2848,4816
"11 Dyer Pond Road Cape Elizabeth, ME 04107",U51,742600,1126600,16590,12118
"11 Eastfield Road Cape Elizabeth, ME 04107",U42,221300,639400,4944,6651
"11 Farm Hill Road Cape Elizabeth, ME 04107",U21,149300,456300,3335,4744
"11 Farms Edge Road Cape Elizabeth, ME 04107",U53,500500,1259600,11181,13581
"11 Fenway Road Cape Elizabeth, ME 04107",U44,218400,531600,4879,5848
"11 Fessenden Road Cape Elizabeth, ME 04107",U39,458200,947800,10236,10426
"11 Fieldstone Road Cape Elizabeth, ME 04107",U23,235800,558100,5268,5864
"11 Gladys Road Cape Elizabeth, ME 04107",U19,266000,604700,5942,6311
"11 Glen Avenue Cape Elizabeth, ME 04107",U02,474700,891800,10605,9535
"11 Golden Ridge Lane Cape Elizabeth, ME 04107",U17,107800,492600,2408,5418
"11 Grouse Run Drive Cape Elizabeth, ME 04107",R04,1524200,2710400,34050,29032
"11 Hamlin Street Cape Elizabeth, ME 04107",U29,823000,1513800,18386,16102
"11 Hampton Road Cape Elizabeth, ME 04107",U19,644800,1203400,14404,12688
"11 Headland Lane Cape Elizabeth, ME 04107",U49,342300,703000,7647,7392
"11 Hemlock Hill Road Cape Elizabeth, ME 04107",U33,534300,860000,11936,9185
"11 High Bluff Road Cape Elizabeth, ME 04107",U04,566000,1266800,12644,13935
"11 High View Road Cape Elizabeth, ME 04107",U42,371500,724900,8299,7633
"11 Hill Way Cape Elizabeth, ME 04107",U22,273600,587100,6112,6183
"11 Hillcrest Drive Cape Elizabeth, ME 04107",U10,265600,661900,5934,7006
"11 Hunts Point Road Cape Elizabeth, ME 04107",U38,482400,1102800,10777,11856
"11 Ironclad Road Cape Elizabeth, ME 04107",U08,2027000,3328500,45283,36229
"11 Island View Road Cape Elizabeth, ME 04107",U03,447800,995500,10004,10676
"11 Jewett Road Cape Elizabeth, ME 04107",U19,203900,519600,4555,5375
"11 Katahdin Road Cape Elizabeth, ME 04107",U12,380800,779100,8507,8229
"11 Kettle Cove Road Cape Elizabeth, ME 04107",U16,144300,604200,3224,6646
"11 Ledgewood Lane Cape Elizabeth, ME 04107",U36,401600,981700,8972,10799
"11 Leighton Farm Road Cape Elizabeth, ME 04107",R05,533800,1092300,11925,11740
"11 Lighthouse Point Road Cape Elizabeth, ME 04107",U14,611800,907600,13668,9984
"11 Locksley Road Cape Elizabeth, ME 04107",U06,425600,890600,9508,9522
"11 Longfellow Drive Cape Elizabeth, ME 04107",U21,222000,481000,4959,5291
"11 Manor Way Cape Elizabeth, ME 04107",U30,660700,1316100,14760,14477
"11 Manter Street Cape Elizabeth, ME 04107",U33,380500,681000,8500,7216
"11 Maple Lane Cape Elizabeth, ME 04107",U23,367400,659300,8208,7252
"11 Maxwell Woods Drive Cape Elizabeth, ME 04107",U29,398000,847500,8891,8982
"11 Oakhurst Road Cape Elizabeth, ME 04107",U04,692700,1456400,15475,16020
"11 Oakview Drive Cape Elizabeth, ME 04107",U25,165200,343400,3691,3777
"11 Oakwood Road Cape Elizabeth, ME 04107",U24,210600,518400,4705,5427
"11 Ocean House Road Cape Elizabeth, ME 04107",U28,339600,983800,7586,10272
"11 Ocean View Road Cape Elizabeth, ME 04107",U03,845800,1608800,18896,17146
"11 Old Sea Point Road Cape Elizabeth, ME 04107",R02,712500,1383500,15917,15219
"11 Olde Colony Lane Cape Elizabeth, ME 04107",U09,341600,750200,7631,7911
"11 Orchard Road Cape Elizabeth, ME 04107",U21,162800,455100,3637,4731
"11 Overlook Lane Cape Elizabeth, ME 04107",U12,1100800,1985000,24592,21560
"11 Park Circle Cape Elizabeth, ME 04107",U54,568300,1106300,12696,12169
"11 Patricia Drive Cape Elizabeth, ME 04107",U35,352400,667200,7873,7064
"11 Peabbles Cove Road Cape Elizabeth, ME 04107",R03,364500,787000,8143,8382
"11 Peppergrass Road Cape Elizabeth, ME 04107",U60,827100,1478800,18477,16267
"11 Philip Road Cape Elizabeth, ME 04107",U22,222700,522000,4975,5742
"11 Pilot Point Road Cape Elizabeth, ME 04107",U12,961100,1446200,21471,15848
"11 Pleasant Avenue Cape Elizabeth, ME 04107",U27,198700,514700,4439,5387
"11 Pond View Road Cape Elizabeth, ME 04107",U18,212900,570000,4756,5995
"11 Ramble Road Cape Elizabeth, ME 04107",U23,249000,569700,5563,5992
"11 Reef Road Cape Elizabeth, ME 04107",U13,707700,1512200,15810,16634
"11 Robinhood Road Cape Elizabeth, ME 04107",U06,407500,834400,9104,8903
"11 Rock Crest Drive Cape Elizabeth, ME 04107",U57,891900,1377800,19925,14881
"11 Rocky Knoll Road Cape Elizabeth, ME 04107",U04,274900,805200,6141,8516
"11 Rocky Point Lane Cape Elizabeth, ME 04107",U14,496300,1076400,11087,11840
"11 Roundabout Lane Cape Elizabeth, ME 04107",U36,465700,1027800,10404,11031
"11 Running Tide Road Cape Elizabeth, ME 04107",U38,507700,1117300,11342,12015
"11 Scott Dyer Road Cape Elizabeth, ME 04107",U22,208100,493000,4649,5423
"11 Southwell Road Cape Elizabeth, ME 04107",U33,237200,542100,5299,5963
"11 Spoondrift Lane Cape Elizabeth, ME 04107",U36,465100,1169300,10390,12587
"11 Spruce Lane Cape Elizabeth, ME 04107",U36,434900,1166200,9716,12553
"11 Starboard Drive Cape Elizabeth, ME 04107",U45,160500,306900,3586,3376
"11 Steeplebush Road Cape Elizabeth, ME 04107",U58,528000,1244800,11796,13418
"11 Stonybrook Road Cape Elizabeth, ME 04107",U03,534500,1052300,11941,11575
"11 Tall Pine Road Cape Elizabeth, ME 04107",U23,300800,623400,6720,6857
"11 Tanager Lane Cape Elizabeth, ME 04107",R04,262900,735800,5873,7753
"11 Tides Edge Road Cape Elizabeth, ME 04107",U08,1028700,3018000,22981,32923
"11 Tiger Lily Lane Cape Elizabeth, ME 04107",U60,977500,1861600,21837,20203
"11 Todd Road Cape Elizabeth, ME 04107",U10,396500,719900,8858,7578
"11 Trundy Road Cape Elizabeth, ME 04107",U42,279000,705400,6233,7759
"11 Two Lights Terrace Cape Elizabeth, ME 04107",U15,450000,663200,10053,7295
"11 Valley Road Cape Elizabeth, ME 04107",U27,290100,623100,6481,6854
"11 Vernon Road Cape Elizabeth, ME 04107",U19,209800,545500,4687,5660
"11 Wainwright Drive Cape Elizabeth, ME 04107",U52,678000,1609700,15147,17707
"11 Waumbek Road Cape Elizabeth, ME 04107",U12,821500,1442900,18352,15597
"11 Wildwood Drive Cape Elizabeth, ME 04107",U24,232400,529400,5192,5823
"11 Wilton Lane Cape Elizabeth, ME 04107",U28,227800,628100,5089,6909
"11 Winslow Place Cape Elizabeth, ME 04107",U30,220800,365200,4933,4017
"12 Abaco Drive Cape Elizabeth, ME 04107",U33,502700,1259600,11230,13581
"12 Algonquin Road Cape Elizabeth, ME 04107",U12,364600,843800,8145,9007
"12 Angell Point Road Cape Elizabeth, ME 04107",U41,456400,888200,10196,9770
"12 Arbor Lane Cape Elizabeth, ME 04107",R03,572200,1450400,12783,15679
"12 Arrow Point Road Cape Elizabeth, ME 04107",U04,594600,1311500,13283,14152
"12 Aster Lane Cape Elizabeth, ME 04107",U49,319000,720700,7126,7653
"12 Avon Road Cape Elizabeth, ME 04107",U12,326000,679500,7283,7475
"12 Bayberry Lane Cape Elizabeth, ME 04107",U19,333300,713100,7446,7844
"12 Beckys Cove Lane Cape Elizabeth, ME 04107",R02,607100,1793900,13563,19733
"12 Beverly Terrace Cape Elizabeth, ME 04107",U28,228500,549100,5105,6040
"12 Birch Knolls Cape Elizabeth, ME 04107",U05,518300,1272500,11579,13998
"12 Blueberry Road Cape Elizabeth, ME 04107",U34,339000,754500,7573,8300
"12 Canterbury Way Cape Elizabeth, ME 04107",U29,304800,609000,6809,6424
"12 Cape Woods Drive Cape Elizabeth, ME 04107",U33,237100,551300,5297,5789
"12 Chambers Road Cape Elizabeth, ME 04107",U24,184700,489700,4126,5387
"12 Channel View Road Cape Elizabeth, ME 04107",U38,408800,1020300,9133,11223
"12 Charles Road Cape Elizabeth, ME 04107",U01,183500,684400,4099,7528
"12 Cheverus Road Cape Elizabeth, ME 04107",U33,221000,525800,4937,5509
"12 Clinton Road Cape Elizabeth, ME 04107",U24,354800,731700,7926,7774
"12 Cole Field Cape Elizabeth, ME 04107",U53,631200,1537500,14101,16638
"12 Cottage Farms Road Cape Elizabeth, ME 04107",U03,437200,1063900,9767,11428
"12 Cragmoor Cape Elizabeth, ME 04107",U02,983600,1967500,21974,21643
"12 Cranbrook Drive Cape Elizabeth, ME 04107",U30,651900,1123800,14563,12087
"12 Crescent View Ave Cape Elizabeth, ME 04107",U16,385200,745900,8605,7930
"12 Cunner Lane Cape Elizabeth, ME 04107",U14,829000,1668300,18520,18076
"12 Dearborn Drive Cape Elizabeth, ME 04107",U22,211600,518100,4727,5424
"12 Dyer Pond Road Cape Elizabeth, ME 04107",U51,772000,1246100,17246,13707
"12 Eastfield Road Cape Elizabeth, ME 04107",U42,445200,879400,9946,9673
"12 Elmwood Road Cape Elizabeth, ME 04107",U03,323200,905200,7220,9682
"12 Farm Hill Road Cape Elizabeth, ME 04107",U21,247400,563800,5527,6202
"12 Farms Edge Road Cape Elizabeth, ME 04107",U53,658900,1235200,14720,13587
"12 Fenway Road Cape Elizabeth, ME 04107",U44,225500,556100,5038,5842
"12 Hampton Road Cape Elizabeth, ME 04107",U19,41000,127800,916,1406
"12 Headland Lane Cape Elizabeth, ME 04107",U49,440600,739700,9843,8137
"12 Heron Point Cape Elizabeth, ME 04107",R05,753200,1120300,16826,12323
"12 Hill Way Cape Elizabeth, ME 04107",U22,430800,800300,9624,8803
"12 Hunts Point Road Cape Elizabeth, ME 04107",U38,367600,1068400,8212,11477
"12 Island View Road Cape Elizabeth, ME 04107",U03,465600,888100,10402,9494
"12 Ivie Road Cape Elizabeth, ME 04107",U04,286900,818700,6409,8731
"12 Juniper Lane Cape Elizabeth, ME 04107",U23,274900,610500,6141,6441
"12 Kettle Cove Road Cape Elizabeth, ME 04107",U16,195500,602600,4367,6629
"12 Ledgewood Lane Cape Elizabeth, ME 04107",U36,501700,1140000,11208,12265
"12 Leighton Farm Road Cape Elizabeth, ME 04107",R05,579400,1089600,12944,11711
"12 Lighthouse Point Road Cape Elizabeth, ME 04107",U15,584400,978200,13055,10760
"12 Linwood Street Cape Elizabeth, ME 04107",U34,169500,376800,3787,3870
"12 Littlejohn Road Cape Elizabeth, ME 04107",U06,548000,1874200,12242,20616
"12 Locksley Road Cape Elizabeth, ME 04107",U06,396600,806200,8860,8527
"12 Longfellow Drive Cape Elizabeth, ME 04107",U21,156800,410600,3503,4242
"12 Manter Street Cape Elizabeth, ME 04107",U33,411300,759200,9188,8351
"12 Maxwell Woods Drive Cape Elizabeth, ME 04107",U29,395400,859200,8833,9176
"12 Mcauley Road Cape Elizabeth, ME 04107",U49,275900,703900,6164,7743
"12 Meadow Way Cape Elizabeth, ME 04107",U21,233800,525800,5223,5443
"12 Oakhurst Road Cape Elizabeth, ME 04107",U04,284600,609900,6358,6489
"12 Oakview Drive Cape Elizabeth, ME 04107",U25,162900,329400,3639,3623
"12 Ocean View Road Cape Elizabeth, ME 04107",U03,1595400,3008000,35642,32538
"12 Old Sea Point Road Cape Elizabeth, ME 04107",R02,609000,1248600,13605,13460
"12 Olde Fort Road Cape Elizabeth, ME 04107",U06,337200,768700,7533,8181
"12 Orchard Road Cape Elizabeth, ME 04107",U21,182800,452300,4084,4975
"12 Peabbles Point Lane Cape Elizabeth, ME 04107",R03,563200,1658700,12582,17971
"12 Pheasant Hill Road Cape Elizabeth, ME 04107",R04,337800,693000,7546,7282
"12 Pilot Point Road Cape Elizabeth, ME 04107",U12,345600,709400,7721,7803
"12 Pleasant Avenue Cape Elizabeth, ME 04107",U27,203300,519500,4542,5440
"12 Pond View Road Cape Elizabeth, ME 04107",U18,209900,595200,4689,6272
"12 Prout Place Cape Elizabeth, ME 04107",U53,540500,1189100,12075,13080
"12 Purpoodock Drive Cape Elizabeth, ME 04107",U27,452900,830800,10118,9139
"12 Ramble Road Cape Elizabeth, ME 04107",U23,328300,660500,7334,6991
"12 Reef Road Cape Elizabeth, ME 04107",U13,856700,1809800,19139,19908
"12 Ridge Road Cape Elizabeth, ME 04107",U27,387100,751000,8648,7986
"12 Robinhood Road Cape Elizabeth, ME 04107",U06,384300,868400,8585,9277
"12 Rocky Knoll Road Cape Elizabeth, ME 04107",U04,349800,845700,7815,9028
"12 Rosewood Drive Cape Elizabeth, ME 04107",U34,585700,1000000,13085,10725
"12 Roundabout Lane Cape Elizabeth, ME 04107",U36,531800,1244000,11880,13409
"12 Running Tide Road Cape Elizabeth, ME 04107",U38,157700,638500,3523,7024
"12 Salt Spray Lane Cape Elizabeth, ME 04107",U36,1180100,2623100,26363,28579
"12 Sea View Avenue Cape Elizabeth, ME 04107",U02,1667700,3354300,37256,36622
"12 Spoondrift Lane Cape Elizabeth, ME 04107",U36,337900,1036400,7549,11125
"12 State Avenue Cape Elizabeth, ME 04107",U28,202300,488200,4519,5370
"12 Steeplebush Road Cape Elizabeth, ME 04107",U58,473700,1115600,10582,12272
"12 Stonybrook Road Cape Elizabeth, ME 04107",U03,303900,922200,6789,10144
"12 Sunny Bank Road Cape Elizabeth, ME 04107",U41,2324200,3567300,51923,39240
"12 Surf Side Avenue Cape Elizabeth, ME 04107",U12,1160700,3084200,25930,33651
"12 Sweet Fern Road Cape Elizabeth, ME 04107",U19,253000,532100,5652,5853
"12 Sweetsir Road Cape Elizabeth, ME 04107",U19,174600,439300,3901,4557
"12 Tall Pine Road Cape Elizabeth, ME 04107",U23,272600,533200,6090,5865
"12 Tanager Lane Cape Elizabeth, ME 04107",R04,268200,503400,5992,5262
"12 Tides Edge Road Cape Elizabeth, ME 04107",U08,1062400,3574800,23734,39290
"12 Tiger Lily Lane Cape Elizabeth, ME 04107",U60,693100,1614300,15484,17482
"12 Two Lights Terrace Cape Elizabeth, ME 04107",U15,1042500,1348200,23289,14555
"12 Valley Road Cape Elizabeth, ME 04107",U27,305400,635500,6823,6991
"12 Wabun Road Cape Elizabeth, ME 04107",U12,374300,781100,8362,8592
"12 Waumbek Road Cape Elizabeth, ME 04107",U12,853800,1036900,19074,11067
"12 Whale Back Way Cape Elizabeth, ME 04107",R03,748400,1485100,16719,16061
"12 Wildwood Drive Cape Elizabeth, ME 04107",U24,205800,534200,4598,5601
"12 Winslow Place Cape Elizabeth, ME 04107",U30,275800,427100,6161,4698
"12 Wood Road Cape Elizabeth, ME 04107",U06,438700,1046600,9801,11513
"12 Woodcrest Road Cape Elizabeth, ME 04107",U04,345500,858500,7718,9444
"12 Woods Knoll Drive Cape Elizabeth, ME 04107",R02,610900,1777100,13648,19187
"13 Algonquin Road Cape Elizabeth, ME 04107",U12,357600,880500,7989,9686
"13 Apple Tree Lane Cape Elizabeth, ME 04107",U58,460700,1014300,10292,10822
"13 Birch Knolls Cape Elizabeth, ME 04107",U05,1356500,2882400,30304,31706
"13 Brentwood Road Cape Elizabeth, ME 04107",U35,308800,651700,6899,7169
"13 Canterbury Way Cape Elizabeth, ME 04107",U29,361500,623000,8076,6578
"13 Cape Woods Drive Cape Elizabeth, ME 04107",U33,237200,558300,5299,5800
"13 Charles Road Cape Elizabeth, ME 04107",U01,238600,722900,5330,7677
"13 Crescent View Ave Cape Elizabeth, ME 04107",U16,294600,739400,6581,7825
"13 Cross Hill Road Cape Elizabeth, ME 04107",U58,115700,498600,2585,5485
"13 Eastman Road Cape Elizabeth, ME 04107",U27,309400,641900,6912,6706
"13 Farm Hill Road Cape Elizabeth, ME 04107",U21,193600,463000,4325,5093
"13 Fenway Road Cape Elizabeth, ME 04107",U44,207600,496500,4638,5462
"13 Hamlin Street Cape Elizabeth, ME 04107",U29,908400,1816600,20294,19432
"13 High Bluff Road Cape Elizabeth, ME 04107",U04,456500,1000000,10198,10725
"13 High View Road Cape Elizabeth, ME 04107",U42,354000,766600,7908,8158
"13 Hunts Point Road Cape Elizabeth, ME 04107",U38,398300,1176700,8898,12669
"13 Jewett Road Cape Elizabeth, ME 04107",U19,212100,489100,4738,5380
"13 Juniper Lane Cape Elizabeth, ME 04107",U23,279700,584300,6248,6427
"13 Kettle Cove Road Cape Elizabeth, ME 04107",U16,325100,767700,7263,8104
"13 Lawson Road Cape Elizabeth, ME 04107",U08,669100,2041400,14948,22455
"13 Ledgewood Lane Cape Elizabeth, ME 04107",U36,348600,1119700,7788,12042
"13 Leighton Farm Road Cape Elizabeth, ME 04107",R05,490500,956300,10958,10244
"13 Longfellow Drive Cape Elizabeth, ME 04107",U21,175000,457200,3910,4754
"13 Meadow Way Cape Elizabeth, ME 04107",U21,195800,494800,4374,5168
"13 Oakview Drive Cape Elizabeth, ME 04107",U25,146900,329500,3282,3350
"13 Oakwood Road Cape Elizabeth, ME 04107",U24,194700,471300,4350,4843
"13 Ocean Avenue Cape Elizabeth, ME 04107",U17,555000,933800,12399,10239
"13 Ocean House Road Cape Elizabeth, ME 04107",U28,297200,965200,6640,10068
"13 Olde Colony Lane Cape Elizabeth, ME 04107",U09,396000,996900,8847,10966
"13 Orchard Road Cape Elizabeth, ME 04107",U21,224300,466300,5011,4854
"13 Overlook Lane Cape Elizabeth, ME 04107",U12,510200,1066700,11398,11734
